date,latitude,longitude,country,state,state_code,english_term,japanese_term,search_term_display,English Search Counts,Japanese Search Counts,location,geo_code,year,language_code
6/9/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,76,Chiba,JP-12,2024,bilingual
6/16/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,53,Chiba,JP-12,2024,bilingual
6/23/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,76,Chiba,JP-12,2024,bilingual
6/30/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,68,Chiba,JP-12,2024,bilingual
7/7/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,82,Chiba,JP-12,2024,bilingual
7/14/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,73,Chiba,JP-12,2024,bilingual
7/21/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,68,Chiba,JP-12,2024,bilingual
7/28/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,58,Chiba,JP-12,2024,bilingual
8/4/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,83,Chiba,JP-12,2024,bilingual
8/11/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,68,Chiba,JP-12,2024,bilingual
8/18/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,66,Chiba,JP-12,2024,bilingual
8/25/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,81,Chiba,JP-12,2024,bilingual
9/1/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,74,Chiba,JP-12,2024,bilingual
9/8/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,70,Chiba,JP-12,2024,bilingual
9/15/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,89,Chiba,JP-12,2024,bilingual
9/22/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,54,Chiba,JP-12,2024,bilingual
9/29/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,74,Chiba,JP-12,2024,bilingual
10/6/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,72,Chiba,JP-12,2024,bilingual
10/13/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,79,Chiba,JP-12,2024,bilingual
10/20/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,67,Chiba,JP-12,2024,bilingual
10/27/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,57,Chiba,JP-12,2024,bilingual
11/3/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,73,Chiba,JP-12,2024,bilingual
11/10/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,59,Chiba,JP-12,2024,bilingual
11/17/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,51,Chiba,JP-12,2024,bilingual
11/24/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,69,Chiba,JP-12,2024,bilingual
12/1/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,57,Chiba,JP-12,2024,bilingual
12/8/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,44,Chiba,JP-12,2024,bilingual
12/15/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,38,Chiba,JP-12,2024,bilingual
12/22/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,54,Chiba,JP-12,2024,bilingual
12/29/2024,35.6074,140.1233,Japan,Chiba,12,Bass Fishing,バス釣り,Bass Fishing,0,44,Chiba,JP-12,2024,bilingual
1/7/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
1/14/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
1/21/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
1/28/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
2/4/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
2/11/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
2/18/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
2/25/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
3/3/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
3/10/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
3/17/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
3/24/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
3/31/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
4/7/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
4/14/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
4/21/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
4/28/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
5/5/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
5/12/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
5/19/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
5/26/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
6/2/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
6/9/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
6/16/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
6/23/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
6/30/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
7/7/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
7/14/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
7/21/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
7/28/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
8/4/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
8/11/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
8/18/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
8/25/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
9/1/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
9/8/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
9/15/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
9/22/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
9/29/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
10/6/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
10/13/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
10/20/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
10/27/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
11/3/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
11/10/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
11/17/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
11/24/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
12/1/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
12/8/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
12/15/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
12/22/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
12/29/2024,35.6074,140.1233,Japan,Chiba,12,Cleaning Fish,魚を掃除,Cleaning Fish,0,0,Chiba,JP-12,2024,bilingual
1/7/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
1/14/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
1/21/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
1/28/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
2/4/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
2/11/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
2/18/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
2/25/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
3/3/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
3/10/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
3/17/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
3/24/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
3/31/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
4/7/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
4/14/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
4/21/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
4/28/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
5/5/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
5/12/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
5/19/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
5/26/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
6/2/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
6/9/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
6/16/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
6/23/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
6/30/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
7/7/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
7/14/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
7/21/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
7/28/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
8/4/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
8/11/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
8/18/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
8/25/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
9/1/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
9/8/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
9/15/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
9/22/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
9/29/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
10/6/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
10/13/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
10/20/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
10/27/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
11/3/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
11/10/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
11/17/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
11/24/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/1/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/8/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/15/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/22/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/29/2024,35.6074,140.1233,Japan,Chiba,12,Cooking Fish,魚を料理,Cooking Fish,0,0,Chiba,JP-12,2024,bilingual
12/31/2023,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,64,Chiba,JP-12,2024,bilingual
1/7/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,66,Chiba,JP-12,2024,bilingual
1/14/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,64,Chiba,JP-12,2024,bilingual
1/21/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,56,Chiba,JP-12,2024,bilingual
1/28/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,54,Chiba,JP-12,2024,bilingual
2/4/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,50,Chiba,JP-12,2024,bilingual
2/11/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,54,Chiba,JP-12,2024,bilingual
2/18/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,2,50,Chiba,JP-12,2024,bilingual
2/25/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,48,Chiba,JP-12,2024,bilingual
3/3/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,2,49,Chiba,JP-12,2024,bilingual
3/10/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,52,Chiba,JP-12,2024,bilingual
3/17/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,51,Chiba,JP-12,2024,bilingual
3/24/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,55,Chiba,JP-12,2024,bilingual
3/31/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,55,Chiba,JP-12,2024,bilingual
4/7/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,60,Chiba,JP-12,2024,bilingual
4/14/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,64,Chiba,JP-12,2024,bilingual
4/21/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,61,Chiba,JP-12,2024,bilingual
4/28/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,100,Chiba,JP-12,2024,bilingual
5/5/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,74,Chiba,JP-12,2024,bilingual
5/12/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,70,Chiba,JP-12,2024,bilingual
5/19/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,66,Chiba,JP-12,2024,bilingual
5/26/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,67,Chiba,JP-12,2024,bilingual
6/2/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,69,Chiba,JP-12,2024,bilingual
6/9/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,70,Chiba,JP-12,2024,bilingual
6/16/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,71,Chiba,JP-12,2024,bilingual
6/23/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,3,65,Chiba,JP-12,2024,bilingual
6/30/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,71,Chiba,JP-12,2024,bilingual
7/7/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,2,68,Chiba,JP-12,2024,bilingual
7/14/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,71,Chiba,JP-12,2024,bilingual
7/21/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,67,Chiba,JP-12,2024,bilingual
7/28/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,73,Chiba,JP-12,2024,bilingual
8/4/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,77,Chiba,JP-12,2024,bilingual
8/11/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,90,Chiba,JP-12,2024,bilingual
8/18/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,2,74,Chiba,JP-12,2024,bilingual
8/25/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,64,Chiba,JP-12,2024,bilingual
9/1/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,69,Chiba,JP-12,2024,bilingual
9/8/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,76,Chiba,JP-12,2024,bilingual
9/15/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,80,Chiba,JP-12,2024,bilingual
9/22/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,2,73,Chiba,JP-12,2024,bilingual
9/29/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,70,Chiba,JP-12,2024,bilingual
10/6/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,75,Chiba,JP-12,2024,bilingual
10/13/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,87,Chiba,JP-12,2024,bilingual
10/20/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,71,Chiba,JP-12,2024,bilingual
10/27/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,70,Chiba,JP-12,2024,bilingual
11/3/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,77,Chiba,JP-12,2024,bilingual
11/10/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,1,70,Chiba,JP-12,2024,bilingual
11/17/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,65,Chiba,JP-12,2024,bilingual
11/24/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,66,Chiba,JP-12,2024,bilingual
12/1/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,60,Chiba,JP-12,2024,bilingual
12/8/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,54,Chiba,JP-12,2024,bilingual
12/15/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,51,Chiba,JP-12,2024,bilingual
12/22/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,56,Chiba,JP-12,2024,bilingual
12/29/2024,35.6074,140.1233,Japan,Chiba,12,Fishing,釣り,Fishing,0,57,Chiba,JP-12,2024,bilingual
12/31/2023,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
1/7/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
1/14/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
1/21/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
1/28/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,61,Chiba,JP-12,2024,bilingual
2/4/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
2/11/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,74,Chiba,JP-12,2024,bilingual
2/18/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
2/25/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
3/3/2024,35.6074,140.1233,Japan,Chiba,12,Fishing Bait,釣り餌,Fishing Bait,0,0,Chiba,JP-12,2024,bilingual
